question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
cual es el torque y potencia maxima que tiene la moto,1.0,"The score is 1.00 because there are no detected contradictions between the actual output and the retrieval context, indicating perfect alignment and faithfulness.",1.0,"The score is 1.00 because the answer directly addresses the user's question, providing the maximum torque and power of a motorcycle.",0.3666666666666667,"The score is 0.37 because even though the relevant nodes (nodes 3 and 5) are ranked higher than irrelevant nodes, there are still many 'no' verdicts (nodes 1, 2, and 4) that should be ranked lower due to reasons like lacking information about torque or power ('This text seems to be describing safety guidelines...') and being focused on safety guidelines, not performance specifications. The relevant nodes' ranking is crucial in this scenario.","Hola!

Según la información que tengo disponible, la Bajaj Boxer CT 100 KS destaca por su potencia líder en su clase y su motor de 4 tiempos refrigerado por aire natural. Sin embargo, no cuento con los datos específicos de torque y potencia máxima en este momento.

Te recomiendo consultar el manual del propietario o la página web oficial de Bajaj para obtener esa información precisa.",Potencia: 7.59 HP a 7.500 RPM. Torque: 8.24 Nm a 5.500 RPM.,"['de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y\n• Lleve siempre los documentos de la motocicleta que esté bien lubricada.\nvigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.\n• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.\ndonde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.\n• Sujete adecuadamente la ropa suelta mientras • Regreso del estante cent..."
cada cuanto es recomendable cambiarle el aceite a la moto y cuanto debo echarle,0.8,"The score is 0.80 because despite being close to perfect, the actual output contains a minor contradiction where it incorrectly implies the retrieval context provides additional information about when to ask questions, which is not supported by the context.",0.75,"The score is 0.75 because the irrelevant statement about checking the oil level every week and keeping it within certain marks is not directly related to changing the oil, but rather monitoring its levels.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola!

Según el manual, es muy importante seguir la frecuencia recomendada de cambio de aceite para asegurar una larga vida a los componentes del motor de tu Bajaj Boxer CT100 KS. Te recomiendo revisar la tabla de mantenimiento periódico en el manual para conocer los intervalos de cambio de aceite específicos.

Adicionalmente, te recomiendo revisar cada semana el nivel de aceite y mantenerlo entre la marca superior y la marca inferior de la mirilla.

Espero que esta información te sea útil. ¡No dudes en preguntar si tienes alguna otra duda!","Cada 5.000 a 5.500 km o cada 3 meses. Cantidad: 1.000 cc (cambio normal), 1.100 cc (con desensamble).","['un desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.\nLubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.\nla motocicleta en zonas muy húmedas o polvorientas.\n. 22 .', 'Cadena - Aceite de Motor\nIMPORTANTE\nAntes de encender el moto\naceite 4T es el adecuado. Ver sección: ACEITE MOTOR\nACEITE DEL MOTOR: Revisar cada semana\n• Mantenga el nivel de aceite entre\nla marca s..."
cual es la elongadura recomendada de la cadena y cada cuanto debo cambiar el kit de arrastre,0.3333333333333333,"The score is 0.33 because the actual output contains contradictory information that is not mentioned in the retrieval context, including claims about manual checks and tension of transmission chain, as well as unmentioned recommendations for elongation and component change.",1.0,"The score is 1.00 because the actual output directly addresses the question about recommended chain elongation and how often to change the drag kit, making every statement relevant.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola!

Según el manual, es importante revisar la tensión de la cadena de transmisión como parte de las comprobaciones diarias. Sin embargo, no se especifica la elongación recomendada de la cadena en milímetros ni cada cuánto se debe cambiar el kit de arrastre.

Te recomiendo revisar el manual del propietario o consultar con un técnico especializado de Bajaj para obtener esa información precisa.",Holgura recomendada entre 20 y 30 mm. Lubricar cada 500 km. Cambiar el kit cuando haya desgaste visible.,"['la marca superior (C) y la marca inferior (D).\nNOTA: El no realizar este proceso o mantener la\nholgura de la cadena fuera de estos límites generará Es muy importante seguir la frecuencia recomendada\nun desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.\nLubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.\nla motocicleta en zonas muy húmedas o polvorientas.\n. 22 .', 'ba..."
en que parte puedo encontrar la bateria de la moto,0.0,"The score is 0.00 because the actual output does not provide a specific location for the battery, contradicting the claim that states it's located inside the left side cover.",0.6666666666666666,"The score is 0.67 because the model's response mostly stayed on topic, but the inclusion of irrelevant information like the greeting '¡Hola!' pulled it down to 67%. The model could improve by providing more relevant and accurate information that directly addresses the question.",1.0,"The score is 1.00 because all relevant nodes (like the one saying 'La batería se encuentra ubicada en • Quite la bujía usando la
el interior de la cubierta izquierda.') are ranked higher than irrelevant nodes, ensuring that irrelevant nodes (like those without battery information) are properly placed lower in the ranking, starting from the second node.","¡Hola!

En la Bajaj Boxer CT100 KS, la batería se encuentra ubicada en el interior de la cubierta izquierda.

¡Espero que esta información te sea útil!",Está ubicada en el interior de la cubierta lateral izquierda.,['veces para cubrir la pared del cilindro con el\naceite e instalar de nuevo la bujía. A. Retire la batería y colóquela\n5. Coloque la motocicleta en una plataforma en una zona bien ventilada.\nde modo que las ruedas no toquen el suelo. B. Antes de volver a usar la moto:\nno pintadas para prevenir la oxidación. • Lleve la batería a recargar .\n7. Lubrique los cables de control. • Aplique vaselina en los terminales de la batería\n8. Cubra la moto perfectamente. (aplica solo a determinados modelos...
en que parte puedo encontrar el serial del chasis y el del motor de la moto,0.5,"The score is 0.50 because the actual output incorrectly states the location of the Motor number, which contradicts the retrieval context's clear instruction that it's located 'just in front of the fuel tank on the left side, and just below the gearshift lever'. The actual output instead claims it's at the bottom of the motor, just below the gearshift.",1.0,"The score is 1.00 because the actual output directly answers the question about where to find the chassis and engine serial numbers on a motorcycle, making it completely relevant.",1.0,"The score is 1.00 because all irrelevant nodes (nodes 4 and 5) are correctly ranked lower than the relevant nodes (nodes 1, 2, and 3), which explicitly provide information about finding serial numbers on a motorcycle.","¡Hola!

El número de VIN (chasis) lo puedes encontrar en la parte frontal derecha del chasis, justo en frente del tanque de combustible del lado izquierdo. El número de motor está ubicado en la parte inferior del motor, justo debajo de la palanca de cambios.

Espero que esta información te sea útil para identificar tu Bajaj CT-100 KS.","VIN: parte frontal derecha del chasis. Motor: parte inferior izquierda, debajo de la palanca de cambios.","['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta\nla Motocicleta su mot..."
cuanta gasolina le cabe a la moto,0.5,"The score is 0.50 because there's a clear mismatch between what was retrieved and the actual output, specifically the claim about the motorcycle shutting off when fuel is less than 1.2 liters, which directly contradicts the retrieval context.",0.6666666666666666,"The score is 0.67 because the actual output contains an irrelevant statement 'Hola!', which does not address the question about how much gasoline a motorcycle can hold.",0.9166666666666666,"The score of 0.92 is because irrelevant nodes, such as the motorcycle identification document and storage procedure document, are correctly ranked lower than the relevant nodes that provide information about the fuel tank's capacity and operations (node 1), fuel gauge position (node 2), and actual fuel tank capacity (node 4). The contextual precision score reflects the model's ability to distinguish between relevant and irrelevant information, keeping most of the 'no' verdicts below the 'yes' verdicts.","¡Hola!

Según la información que tengo disponible, el grifo de combustible permite el flujo de combustible siempre que la cantidad sea mayor a 1,2 litros. Cuando la cantidad sea menor a la mencionada, la motocicleta se apagará.

Espero que esta información te sea útil. ¡No dudes en preguntar si tienes alguna otra duda!",Capacidad total: 10.5 litros. Reserva: 2.3 litros.,"['Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 litros, cuando la cantidad sea\nmenor a la mencionada la motocicleta se apagará.\nTapa del tanque de combustible\nPara abrir la tapa del depósito de combustible, inserte\nRES:\nla llave en la cerradura y gírela hacia la derecha y\nes menor a 1,2 litros, debe abastecer combustible lo\nlevante la tapa del tanque de combustible.\nantes posible.\nLa tapa se cierra empujándola hacia ab..."
en donde se encuentra la llave de gasolina de la moto,0.7142857142857143,"The score is 0.71 because the actual output contains contradictory information that was not present in the retrieval context. Specifically, the claim mentions a 'carburator' which is not mentioned in the retrieval context, and also states 'as soon as possible' which is not mentioned either. This mismatch indicates a moderate level of faithfulness between the actual output and the retrieval context.",0.8571428571428571,"The score is 0.86 because although most of the output addresses the location of the gas cap, the irrelevant statement 'I hope this information is useful to you' detracts from a perfect score.",0.2,"The score is 0.20 because irrelevant nodes, like the identification of VIN and Motor numbers (ranked 2nd, 3rd, and 4th), dominate the retrieval context, making it difficult to rank relevant nodes higher.","¡Hola!

La llave de gasolina de la Bajaj Boxer CT100 KS, también conocida como grifo de combustible, se encarga de controlar el flujo de combustible desde el tanque hasta el carburador y tiene 3 posiciones:

*   **ON:** Permite el flujo de combustible siempre que la cantidad sea mayor a 1,2 litros. Si es menor, la moto se apagará.
*   **RES:** Permite el flujo cuando la cantidad es menor a 1,2 litros. En esta posición, debes abastecer combustible lo antes posible.
*   **OFF:** Restringe el flujo de combustible.

Espero que esta información te sea útil. ¡No dudes en preguntar si tienes alguna otra duda!","Está en el lateral del motor. Posiciones: ON, RES y OFF.","['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 litros, cuando la ca..."
cuales son las especificaciones de la bateria ,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the actual output contains irrelevant statements such as mentioning a specific motorcycle model and warranty details, as well as an uninformative friendly message.",0.2,"The score is 0.20 because irrelevant nodes such as 'Batería Bujía', 'Cuide del Medio Ambiente', and others (ranked 1-4) did not provide information on battery specifications, while the relevant node (rank 5) mentioned specific details like '12V, 3Ah, tipo MF' that align with expected outputs.","¡Hola!

Según la información disponible, la batería de la Bajaj Boxer CT100 KS se encuentra ubicada en el interior de la cubierta izquierda.

Adicionalmente, la batería de tu motocicleta BAJAJ cuenta con una garantía de 6 meses o 6.000 km, lo primero que ocurra a partir de la fecha de entrega de tu motocicleta.

Cada Centro de Servicio UMA registrará la siguiente información de la batería en la hoja de vida de tu motocicleta garantizando así una adecuada trazabilidad y transparencia al cliente en el momento de evaluar una solicitud de garantía:

*   Fecha de Venta
*   Marca
*   Referencia
*   Serial
*   Tipo de Batería
*   Placa
*   Voltaje

Espero que esta información te sea útil. ¡No dudes en preguntar si tienes alguna otra duda!","12V, 3Ah, tipo MF (libre de mantenimiento).","['Batería Bujía\nLa batería se encuentra ubicada en • Quite la bujía usando la\nel interior de la cubierta izquierda. herramienta adecuada.\nCuide del Medio Ambiente entregando • Limpie la bujía.\nla batería utilizada al centro de • Ajuste la calibración doblando\nservicio UMA para su correcta el electrodo lateral con cuidado.\nREFERENCIA\nCalibración: 0,6 - 0,7 mm\n• Cuando la batería está Bujías : Mico UR 3 AC o\ndescargada, llévela a recargar. Champion PRZ 9 HC\nLLANTAS\nPRECAUCIÓN:\nMantenga..."
cuantas marchas tiene la moto,1.0,The score is 1.00 because there are no detected contradictions between the actual output and the retrieval context.,0.5,"The score is 0.50 because the actual output, which only contains a greeting unrelated to the motorcycle's features, lowers the relevancy score.",0.125,"The score is 0.12 because irrelevant nodes like '¡BIENVENIDO!', generic terms like 'Tablas', and promotional messages like 'Para ofrecer un rendimiento consistente...' are ranked lower than the relevant node at rank 9 ('• Revise la tensión de la cadena...'), which clearly mentions the number of gears, making it more likely to be correct.","¡Hola!

Según la información que tengo disponible, la Bajaj Boxer CT100 KS tiene **4 marchas**.

Espero que esta información te sea útil. ¡No dudes en preguntar si tienes alguna otra duda!",Tiene 4 velocidades.,"['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta\nla Motocicleta su mot..."
cada cuanto debo realizarle un mantenimiento preventivo o uno correctivo,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.6666666666666666,"The score is 0.67 because the model provided a relevant answer regarding maintenance, but included an irrelevant statement 'Hola!' which distracted from directly addressing the input.",1.0,"The score is 1.00 because the relevant nodes (like the first one) correctly rank higher than irrelevant ones (like the second), ensuring that 'corrective' maintenance nodes aren't mistakenly prioritized over 'preventive' ones.","¡Hola!

Según el manual, una vez finalice el periodo de garantía, te recomiendo realizar el mantenimiento preventivo de tu Bajaj Boxer CT100 KS cada 5.000 km. Es importante que te asegures de que el nivel de aceite se encuentre en el nivel ideal, de lo contrario, deberás solicitar atención en un Centro de Servicio UMA de confianza.",Preventivo cada 5.000 km. Correctivo depende del desgaste. Es recomendable hacerlo en centros UMA.,"['PREGUNTAS FRECUENTES\nAviso:\nEl procedimiento detallado de cada revisión periódica se especifica Una vez terminado el período de Garantía ¿puedo\nen el capítulo de Programa de Mantenimiento del manual del seguir asistiendo a los Centros de Servicio UMA?\npropietario, consulte al inicio del manual. Una vez finalice su garantía le recomendamos que siga llevando\nsu motocicleta a mantenimiento cada 5.000 km; cerciorándose\n¿El derecho a la garantía que tengo como usuario BAJAJ, es siempre que el..."
