question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
cual es el torque y potencia maxima que tiene la moto,0.5,"The score is 0.50 because the actual output appears to be inconsistent with the retrieval context in that it provides specific technical details (power and torque) when the context only describes them as 'líder en su clase', implying a more general or comparative measurement.",0.6666666666666666,"The score is 0.67 because the answer provided partially addresses the question about the motorcycle's torque and power, but includes an irrelevant greeting that reduces its overall relevance.",0,"The score is 0.00 because irrelevant nodes related to motorcycle safety guidelines and maintenance instructions consistently rank higher than the relevant nodes that could provide information about the torque and power maximum, making it clear that they should be ranked lower.","¡Hola!  

De acuerdo a la información que tengo sobre la Bajaj Boxer CT100 KS,  el documento que proporcionaste no menciona los valores exactos de potencia y torque. 

¿Te gustaría que buscara esa información en otras fuentes? 

",Potencia: 7.59 HP a 7.500 RPM. Torque: 8.24 Nm a 5.500 RPM.,"['de manera segura. • Revise la tensión de la cadena de 20 a 30 mm y\n• Lleve siempre los documentos de la motocicleta que esté bien lubricada.\nvigentes y una licencia válida de conducción. • Funcionamiento de todas las luces y bocina.\n• Evite manejar sobre arena suelta o piedras, • Movimiento suave de la dirección sin restricciones.\ndonde el vehículo podría patinar. • Juego libre en la palanca de embrague de 2 a 3 mm.\n• Sujete adecuadamente la ropa suelta mientras • Regreso del estante cent..."
cada cuanto es recomendable cambiarle el aceite a la moto y cuanto debo echarle,0.6666666666666666,"The score is 0.67 because the actual output seems to imply a regular schedule for consulting the maintenance table, which is not explicitly mentioned in the retrieval context.",0.5,"The score is 0.50 because the irrelevant statement '¡Hola!' at the beginning of the output, which is not related to the question about changing oil in a motorcycle, prevents it from being higher.",0.7555555555555555,"The score is 0.76 because irrelevant nodes, like those discussing ""un desgaste acelerado del kit de arrastre"" or ""Almacenamiento de la Motocicleta"", are correctly ranked lower than relevant nodes (nodes 1 and 3), which provide guidance on when to change the oil and why it's important for motor longevity.","¡Hola! 

Para saber con exactitud cada cuánto cambiar el aceite y la cantidad a echar, te recomiendo consultar la tabla de mantenimiento periódico que viene con tu moto.  

En esa tabla encontrarás los intervalos de cambio de aceite específicos para la Bajaj Boxer CT100 KS, así como la cantidad recomendada. 

","Cada 5.000 a 5.500 km o cada 3 meses. Cantidad: 1.000 cc (cambio normal), 1.100 cc (con desensamble).","['un desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.\nLubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.\nla motocicleta en zonas muy húmedas o polvorientas.\n. 22 .', 'Cadena - Aceite de Motor\nIMPORTANTE\nAntes de encender el moto\naceite 4T es el adecuado. Ver sección: ACEITE MOTOR\nACEITE DEL MOTOR: Revisar cada semana\n• Mantenga el nivel de aceite entre\nla marca s..."
cual es la elongadura recomendada de la cadena y cada cuanto debo cambiar el kit de arrastre,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the actual output contains irrelevant statements, such as stating that the recommended chain elongation and tow kit frequency change information is not available, which doesn't provide any relevant answers to the input question.",0.2,"The score is 0.20 because irrelevant nodes, such as 'la marca superior (C) y la marca inferior (D)', 'banda elástica para evitar que se caiga. Trasera Sólo 28 psi', and others like these, do not provide information about the recommended chain elongation or when to change the kit, while the relevant node ('Holgura recomendada entre 20 y 30 mm. Lubricar cada 500 km. Cambiar el kit cuando haya desgaste visible.') ranks higher.","¡Hola! 

La información sobre la elongación recomendada de la cadena y la frecuencia de cambio del kit de arrastre para la Bajaj Boxer CT100 KS no está disponible en el documento que me has proporcionado. 

Te recomiendo consultar el manual de usuario de tu moto o buscar esa información en el sitio web oficial de Bajaj. 

",Holgura recomendada entre 20 y 30 mm. Lubricar cada 500 km. Cambiar el kit cuando haya desgaste visible.,"['la marca superior (C) y la marca inferior (D).\nNOTA: El no realizar este proceso o mantener la\nholgura de la cadena fuera de estos límites generará Es muy importante seguir la frecuencia recomendada\nun desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.\nLubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.\nla motocicleta en zonas muy húmedas o polvorientas.\n. 22 .', 'ba..."
en que parte puedo encontrar la bateria de la moto,1.0,"The score is 1.00 because there are no contradictions found between the actual output and the retrieval context, indicating perfect alignment.",0.5,"The score is 0.50 because the model failed to provide relevant information due to including an irrelevant greeting in its output, making it less effective in addressing the user's question about finding the battery location.",0.7,"The score is 0.70 because even though irrelevant nodes like 'veces para cubrir la pared del cilindro con el aceite e instalar de nuevo la bujía' and 'INFORMACIÓN DE GARANTÍA DE LA BATERÍA' were ranked lower, the relevant node at rank 5 ('Batería Bujía...') provided clear information on battery location.","¡Hola! 

La batería de la Bajaj Boxer CT100 KS se encuentra ubicada en el interior de la cubierta izquierda.  
",Está ubicada en el interior de la cubierta lateral izquierda.,['veces para cubrir la pared del cilindro con el\naceite e instalar de nuevo la bujía. A. Retire la batería y colóquela\n5. Coloque la motocicleta en una plataforma en una zona bien ventilada.\nde modo que las ruedas no toquen el suelo. B. Antes de volver a usar la moto:\nno pintadas para prevenir la oxidación. • Lleve la batería a recargar .\n7. Lubrique los cables de control. • Aplique vaselina en los terminales de la batería\n8. Cubra la moto perfectamente. (aplica solo a determinados modelos...
en que parte puedo encontrar el serial del chasis y el del motor de la moto,0.0,"The score is 0.00 because the actual output incorrectly states the locations of VIN and Motor numbers, contradicting the provided information.",1.0,"The score is 1.00 because the input question is directly answered, with no irrelevant information provided in the actual output.",0.5833333333333333,"The score of 0.58 is because, although some irrelevant nodes (like the ones that only provide images and tables) were ranked higher than others, the relevant nodes are still being correctly identified as such, with clear instructions on where to find serial numbers and motor parts in the correct documents.","¡Hola! 

De acuerdo con la información que tengo, el número de VIN (chasis) se encuentra en la parte frontal derecha del chasis, justo en frente del tanque de combustible. El número de motor se ubica en la parte inferior del motor, del lado izquierdo, justo debajo de la palanca de cambios. 



","VIN: parte frontal derecha del chasis. Motor: parte inferior izquierda, debajo de la palanca de cambios.","['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta\nla Motocicleta su mot..."
cuanta gasolina le cabe a la moto,0.0,"The score is 0.00 because the actual output contradicts the retrieval context in a significant way. According to the contradiction, when the fuel level is greater than 1.2 liters, the motor will not turn off, which directly opposes what's claimed about the tank having capacity for more than 1.2 liters of gasoline.",1.0,"The score is 1.00 because the answer is highly relevant and accurately addresses the input question about how much gasoline a motorcycle has, with no irrelevant statements present.",0.3333333333333333,"The score is 0.33 because even though irrelevant nodes ('Grifo de combustible', 'Identificación de la Motocicleta', and 'Almacenamiento de la Motocicleta') were ranked lower than the relevant node ('Tanque de Combustible'), some of these irrelevant nodes still appear before the correct one in the ranking, indicating that there's room for improvement to prioritize the accurate information.","¡Hola! 

De acuerdo con la información que tengo, el tanque de combustible de la Bajaj Boxer CT100 KS tiene capacidad para más de 1.2 litros de gasolina. 



",Capacidad total: 10.5 litros. Reserva: 2.3 litros.,"['Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 litros, cuando la cantidad sea\nmenor a la mencionada la motocicleta se apagará.\nTapa del tanque de combustible\nPara abrir la tapa del depósito de combustible, inserte\nRES:\nla llave en la cerradura y gírela hacia la derecha y\nes menor a 1,2 litros, debe abastecer combustible lo\nlevante la tapa del tanque de combustible.\nantes posible.\nLa tapa se cierra empujándola hacia ab..."
en donde se encuentra la llave de gasolina de la moto,1.0,The score is 1.00 because there are no contradictions found between the actual output and retrieval context.,0.5,The score is 0.50 because the answer includes an irrelevant greeting '¡Hola!' that doesn't address the question about the location of a specific part on a motorcycle.,0,"The score is 0.00 because all the nodes in retrieval contexts are ranked higher, representing irrelevant information about the motorcycle's identification, fuel system, and instructions on how to start it, while the actual location of the gas key remains unknown.","¡Hola! 

De acuerdo con la información que tengo, la llave de gasolina se utiliza para controlar el flujo de combustible desde el tanque hasta el carburador.  

 

","Está en el lateral del motor. Posiciones: ON, RES y OFF.","['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 litros, cuando la ca..."
cuales son las especificaciones de la bateria ,0.0,"The score is 0.00 because the actual output contradicts the information presented in the retrieval context by stating a specific model (Bajaj Boxer CT100 KS) that is not mentioned in the retrieval context, which only refers to 'Bajaj moto', making it a significant mismatch.",0.5,"The score is 0.50 because the answer appears to be discussing a completely unrelated topic, specifically the warranty of a different product (Bajaj Boxer CT100 KS motorcycle), which makes it highly irrelevant to addressing the input question about battery specifications.",0,"The score is 0.00 because the irrelevant nodes ('Batería Bujía', 'La batería se encuentra ubicada en • Quite la bujía usando la herramienta adecuada.', 'Cuide del Medio Ambiente entregando • Limpie la bujía.
la bateria utilizada al centro de • Ajuste la calibración doblando
servicio UMA para su correcta el electrodo lateral con cuidado.', 'Bajaj es responsable con el medio ambiente y la adecuada disposición final de baterías, llantas, RAEE (residuos de aparatos eléctricos y electrónicos) envases y empaques.', and 'GARANTÍA EN BATERÍAS: La batería de su motocicleta BAJAJ cuenta con una garantía de 6 meses o 6.000 km, lo primero que ocurre a partir de la fecha de entrega de su motocicleta.') are ranked higher than the nodes that are actually relevant to the specifications of the battery.","¡Hola! 

De acuerdo con la información que tengo, la batería de la Bajaj Boxer CT100 KS tiene una garantía de 6 meses o 6.000 km, lo primero que ocurra a partir de la fecha de entrega de la moto. 

Sin embargo, no encuentro detalles específicos sobre el tipo de batería, su placa, voltaje o referencia en este documento. 



","12V, 3Ah, tipo MF (libre de mantenimiento).","['Batería Bujía\nLa batería se encuentra ubicada en • Quite la bujía usando la\nel interior de la cubierta izquierda. herramienta adecuada.\nCuide del Medio Ambiente entregando • Limpie la bujía.\nla batería utilizada al centro de • Ajuste la calibración doblando\nservicio UMA para su correcta el electrodo lateral con cuidado.\nREFERENCIA\nCalibración: 0,6 - 0,7 mm\n• Cuando la batería está Bujías : Mico UR 3 AC o\ndescargada, llévela a recargar. Champion PRZ 9 HC\nLLANTAS\nPRECAUCIÓN:\nMantenga..."
cuantas marchas tiene la moto,1.0,The score is 1.00 because there are no contradictions detected between the actual output and the retrieval context.,1.0,"The score is 1.00 because the response directly answers the question about how many marches a motorcycle has, making it fully relevant and accurate.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"¡Hola! 

La información sobre el número de marchas de la Bajaj Boxer CT100 KS no está disponible en el documento que me has proporcionado. 



",Tiene 4 velocidades.,"['Identificación de\nla Motocicleta su motocicleta BAJAJ CT-100 ES particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta\nla Motocicleta su mot..."
cada cuanto debo realizarle un mantenimiento preventivo o uno correctivo,0.0,"The score is 0.00 because the actual output does not align with the information presented in the retrieval context, specifically mentioning a specific maintenance schedule for the Bajaj Boxer CT100 KS that is not mentioned in the retrieval context.",0.6666666666666666,"The score is 0.67 because the irrelevant statement 'Hola!' (a greeting) in the actual output doesn't contribute to addressing the input, which asks about maintenance schedules.",1.0,"The score is 1.00 because all relevant nodes are ranked higher than irrelevant nodes, with the first four nodes setting the tone for the importance of maintenance, providing specific guidelines, explaining why maintenance is important, and giving additional context. The two irrelevant nodes, which discuss unrelated topics such as storage procedures, should be ranked lower due to their lack of relevance.","¡Hola! 

De acuerdo con la información que tengo sobre el mantenimiento de la Bajaj Boxer CT100 KS,  la tabla de mantenimiento indica que se debe realizar un mantenimiento preventivo cada 5.000 kilómetros. 



",Preventivo cada 5.000 km. Correctivo depende del desgaste. Es recomendable hacerlo en centros UMA.,"['El mantenimiento periódico es una labor muy importante que debe\nMantenimiento Periódico\nrealizarse para mantener en óptimas condiciones de funcionamiento\nla motocicleta, además garantiza su seguridad al conducirla.\nFRECUENCIA RECOMENDADA\nRev 1ra 2da 3ra 4ta 5ta 6ta 7ma 8va 9na 10ma 11va En\nadelante\ncada\n500 5.000 10.000 15.000 20.000 25.000 30.000 35.000 40.000 45.000 50.000\nK/m - - - - - - - - - - - 5.000\n-\nItem Operación 750 5.500 10.500 15.500 20.500 25.500 30.500 35.500 40.500 4..."
