question,faithfulness_score,faithfulness_reason,answer_relevancy_score,answer_relevancy_reason,contextual_precision_score,contextual_precision_reason,answer,ground_truth,contexts
cual es el torque y potencia maxima que tiene la moto,1.0,The score is 1.00 because there are no contradictions found between the actual output and the retrieval context.,1.0,"The score is 1.00 because the actual output perfectly addresses the input question, providing relevant information about the maximum torque and power of a motorcycle.",0.7555555555555555,"The score is 0.76 because the relevant nodes (nodes 1, 3, and 4) are correctly ranked higher than the irrelevant nodes (node 2), as they provide specific information about the torque and power maximum values, whereas node 2 only provides general context without this information.","La Bajaj Boxer CT100 KS tiene una potencia máxima de 7.59 HP a 7500 RPM y un torque máximo de 8.24 NM a 5500 RPM.  
",Potencia: 7.59 HP a 7.500 RPM. Torque: 8.24 Nm a 5.500 RPM.,"['CONTAMOS CON EL\nRECORDDEMOTOSVENDIDAS\nOrgullosamente líderes en Colombia. Boxer establece un récord en la industria, con la moto\nmás vendida en la historia de Colombia: la BOXER CT100. Un testimonio de confianza y\nrendimiento que nos impulsa a seguir brindando lo mejor en cada viaje. ¡Únete a la leyenda\ncon una BOXER!\n651.905\nBOXER CT100 VENDIDAS A LA FECHA, DESDE 1998\nCONÓCELA A FONDO\nDETALLESTÉCNICOSDELABOXERCT100KS\nCatálogo 5 Manual 5\nMOTOR\nMOTOR\nMotor: 4 tiempos, Monocilíndric..."
cada cuanto es recomendable cambiarle el aceite a la moto y cuanto debo echarle,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the actual output directly addresses the question about how often and how much oil to change in a motorcycle, making it highly relevant to the input.",0.5,"The score is 0.50 because even though some irrelevant nodes are ranked higher than expected, most relevant nodes (nodes 2 and 4) are correctly ranked above nodes that only provide general maintenance information.","Para la Bajaj Boxer CT100 KS, se recomienda cambiar el aceite cada 5.000 km o cada tres meses, lo que ocurra primero. La capacidad de aceite del motor es de 1.000 cc al momento del cambio y 1.100 cc al desensamblarlo. 



","Cada 5.000 a 5.500 km o cada 3 meses. Cantidad: 1.000 cc (cambio normal), 1.100 cc (con desensamble).","['continuación se debe enjuagar.\nOTRAS •Se aconseja, sobre todo para condiciones de funcionamiento adversas, proteger la motocicleta con ceras o\nRECOMENDACIONES lubricantes adecuados. Su Concesionario podrá aconsejarle acerca de los mismos.\n•Si va a guardar la motocicleta durante un tiempo, consulte con su Centro de Servicio UMA para las\nrecomendaciones indicadas.\n•Recuerde agendar cita en su Centro de Servicio UMA más cercano para los cambios periódicos de aceite,\nmantenimientos preventiv..."
cual es la elongadura recomendada de la cadena y cada cuanto debo cambiar el kit de arrastre,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the actual output provides some relevant information, but is mostly focused on specific details about a bike model's chain slack, rather than directly addressing the recommended chain elongation and when to change the derailleur kit.",0.8333333333333333,"The score is 0.83 because irrelevant nodes like the one ranked 3 (discussing brake adjustment) and another unranked node that doesn't provide specific information about chain elongation should be correctly ranked lower than relevant nodes, like those mentioning maintaining oil levels between marks C and D.","La holgura de la cadena de la Bajaj Boxer CT100 KS debe estar entre 20 y 30 mm.  

En cuanto al cambio del kit de arrastre, la información sobre la frecuencia recomendada no está disponible en el contexto que me has proporcionado. 

",Holgura recomendada entre 20 y 30 mm. Lubricar cada 500 km. Cambiar el kit cuando haya desgaste visible.,"['la marca superior (C) y la marca inferior (D).\nNOTA: El no realizar este proceso o mantener la\nholgura de la cadena fuera de estos límites generará Es muy importante seguir la frecuencia recomendada\nun desgaste acelerado del kit de arrastre. de cambio de aceite para dar una larga vida a los componentes del motor.\nLubrique la cadena por lo menos cada 500 km si usa Para más detalles consulte cuadro de mantenimiento periódico.\nla motocicleta en zonas muy húmedas o polvorientas.\n. 22 .', 'un..."
en que parte puedo encontrar la bateria de la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,The score is 1.00 because the response perfectly matches the input and addresses the question about finding the battery of a motorcycle.,0.3333333333333333,"The score is 0.33 because the first two irrelevant nodes are correctly ranked lower than the relevant node (rank 3), which directly states the location of the motorcycle battery, indicating that the irrelevant nodes do not provide information about the battery's location.","La batería de la Bajaj Boxer CT100 KS se encuentra ubicada en el interior de la cubierta izquierda.  
",Está ubicada en el interior de la cubierta lateral izquierda.,"['GARANTÍA EN BATERÍAS: La batería de su motocicleta BAJAJ cuenta con una garantía de 6 meses o 6.000 km, lo primero que\nocurra a partir de la fecha de entrega de su motocicleta.\nCada Centro de Servicio UMA registrará la siguiente información de la batería en la hoja de vida de\nsu motocicleta garantizando así una adecuada trazabilidad y transparencia al cliente en el momento\nde evaluar una solicitud de garantía:\nINFORMACIÓN DE GARANTÍA DE LA BATERÍA\nFecha de Venta\nMarca\nReferencia\nSeria..."
en que parte puedo encontrar el serial del chasis y el del motor de la moto,0.6666666666666666,"The score is 0.67 because there is one significant contradiction between the actual output and the retrieval context, which concerns the location of the VIN number. According to the context, the VIN number is supposed to be on the front right side of the chassis, but the actual output suggests it's actually near the fuel tank in the same location, contradicting the initial information.",0.75,"The score is 0.75 because although the actual output addresses the input question about finding the serial number of the motorcycle's chassis and engine, it also includes an irrelevant statement about the gearshift being a component of the transmission system.",0.5833333333333333,"The score is 0.58 because irrelevant nodes, such as those explaining how to identify the bike and its parts, are correctly ranked lower than relevant nodes (nodes 2 and 3) which explicitly provide information on where to find the serial numbers of the chasis and motor.","En la Bajaj Boxer CT100 KS, el número de VIN (chasis) se encuentra en la parte frontal derecha del chasis, justo en frente del tanque de combustible.  El número de motor se ubica en la parte inferior del motor, del lado izquierdo, justo debajo de la palanca de cambios. 
","VIN: parte frontal derecha del chasis. Motor: parte inferior izquierda, debajo de la palanca de cambios.","['Identificación de Los números de Motor y de VIN (Chasis) se utilizan para registrar e identificar la motocicleta\nla Motocicleta su motocicleta BAJAJ CT-100 KS particular de otros del mismo modelo y el tipo.\nEl número de VIN se ubica en la parte frontal derecha El número de Motor se ubica en la parte inferior del motor\ndel chasis, justo en frente del tanque de combustible del lado izquierdo, justo debajo de la palanca de cambios.\n. 13 .\n\nTablas:', 'Identificación de\nla Motocicleta su mot..."
cuanta gasolina le cabe a la moto,1.0,"The score is 1.00 because there are no contradictions found, indicating a perfect match between the actual output and the retrieval context.",0.0,"The score is 0.00 because all the statements in the actual output are irrelevant to the input question about how much gasoline the motorcycle can hold, as they provide no information or talk about a different bike model.",0.26666666666666666,"The score is 0.27 because irrelevant nodes about unrelated fuel tank positions, descriptions of general terms like 'Tanque de Combustible', and unconnected information about oil are ranked lower than the relevant node describing the motorcycle's gasoline capacity in the section 'Almacenamiento de la Motocicleta'.","La información sobre la capacidad del tanque de combustible de la Bajaj Boxer CT100 KS no está disponible en el contexto que me has proporcionado. 

",Capacidad total: 10.5 litros. Reserva: 2.3 litros.,"['Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 litros, cuando la cantidad sea\nmenor a la mencionada la motocicleta se apagará.\nTapa del tanque de combustible\nPara abrir la tapa del depósito de combustible, inserte\nRES:\nla llave en la cerradura y gírela hacia la derecha y\nes menor a 1,2 litros, debe abastecer combustible lo\nlevante la tapa del tanque de combustible.\nantes posible.\nLa tapa se cierra empujándola hacia ab..."
en donde se encuentra la llave de gasolina de la moto,0.5,"The score is 0.50 because the actual output contradicts the retrieval context by mentioning a 'key' controlling fuel flow, which is not mentioned in the original context.",1.0,"The score is 1.00 because the answer perfectly addresses the question, providing accurate information about the location of the gasoline key on a motorcycle.",0.2,"The score is 0.20 because the first four nodes in the retrieval contexts do not provide information about the location of the key of gasolina, while only the fifth node ('La llave de la motocicleta...' which ranks as the first 'yes' verdict) explicitly mentions the location as 'lateral del motor', making irrelevant nodes ranked lower than relevant ones.","La llave de gasolina de la Bajaj Boxer CT100 KS se utiliza para controlar el flujo de combustible desde el tanque hasta el carburador.  Se encuentra junto al tanque de combustible. 
","Está en el lateral del motor. Posiciones: ON, RES y OFF.","['dirección hacia la derecha o izquierda.\nF. Interruptor de encendido: Al girar la llave\nse activa o desactiva el sistema eléctrico\nLa llave de la motocicleta funciona para el interruptor de encendido, tapa del\ny encendido y se bloquea la direccion.\ntanque de combustible y cierre de la cubierta lateral izquierda.\nG. Odómetro: Muestra la distancia total recorrida.\n. 15 .', 'Grifo de combustible\ndesde el tanque hasta el carburador, este tiene 3 posiciones.\nON:\ncantidad sea mayor a 1,2 li..."
cuales son las especificaciones de la bateria ,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.5,"The score is 0.50 because the output includes irrelevant information about another product, specifically mentioning details about Bajaj Boxer CT100 KS, which does not address the question about battery specifications.",0.7555555555555555,"The score is 0.76 because despite irrelevant nodes like ""La batería de su motocicleta BAJAJ cuenta con una garantía..."" and ""¿QUÉ ES LA
GARANTÍA?"", which only provide information about warranties, not specifications of the battery, relevant nodes are still ranked higher (nodes 1 and 3) by mentioning 'GARANTÍA EN BATERÍAS' and 'Especificaciones técnicas ..……………………………......................... p. 10', which are directly related to the specifications of the battery.","Para la Bajaj Boxer CT100 KS, la información específica sobre las especificaciones de la batería, como marca, referencia, tipo, placa y voltaje, no está disponible en el contexto que me has proporcionado. 

Sin embargo, sí te puedo decir que la batería tiene una garantía de 6 meses o 6.000 km, lo primero que ocurra. 

","12V, 3Ah, tipo MF (libre de mantenimiento).","['GARANTÍA EN BATERÍAS: La batería de su motocicleta BAJAJ cuenta con una garantía de 6 meses o 6.000 km, lo primero que\nocurra a partir de la fecha de entrega de su motocicleta.\nCada Centro de Servicio UMA registrará la siguiente información de la batería en la hoja de vida de\nsu motocicleta garantizando así una adecuada trazabilidad y transparencia al cliente en el momento\nde evaluar una solicitud de garantía:\nINFORMACIÓN DE GARANTÍA DE LA BATERÍA\nFecha de Venta\nMarca\nReferencia\nSeria..."
cuantas marchas tiene la moto,0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,1.0,"The score is 1.00 because the actual output directly answers the input question, which is about counting the number of marches a motorcycle has.",0.5,"The score is 0.50 because, although irrelevant nodes like 'Aceite de Motor' and 'The rest of the context...' should be ranked lower than relevant nodes like the first node ('diferentes velocidades, clima, gasolina, etc.)', there are still some instances where this doesn't happen.","La Bajaj Boxer CT100 KS tiene 4 marchas.  
",Tiene 4 velocidades.,"['Aceite de Motor\n• p. 56\n• ¿Cómo Conducir tu Motocicleta? p. 24\n• p. 57\n• P. 26\n• p. 58\n• p. 30\n• p. 58\n• Almacenamiento de la Motocicleta ............................................ p. 34', 'diferentes velocidades, clima, gasolina, etc.), puede generar distintos sonidos y/o vibraciones, las cuales\nson característicos de cada modelo y no constituyen indicios de ningún problema en la motocicleta. Estos\nsonidos y vibraciones, incluso pueden variar entre motocicletas del mismo modelo y ..."
cada cuanto debo realizarle un mantenimiento preventivo o uno correctivo,1.0,"The score is 1.00 because there are no contradictions found between the 'actual output' and the 'retrieval context', indicating perfect alignment and faithfulness!",0.6666666666666666,"The score is 0.67 because the actual output includes irrelevant information about Bajaj Boxer CT100 KS, which doesn't directly address the input question about when to perform maintenance.",0.0,Error: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,"Para la Bajaj Boxer CT100 KS, la información sobre la frecuencia exacta para el mantenimiento correctivo no está disponible en el contexto que me has proporcionado. 

Sin embargo, te puedo decir que el mantenimiento preventivo se recomienda cada 5.000 km o cada tres meses, lo que ocurra primero.  

Te sugiero que consultes el manual de usuario de tu moto para obtener información más detallada sobre el mantenimiento preventivo y correctivo. 

",Preventivo cada 5.000 km. Correctivo depende del desgaste. Es recomendable hacerlo en centros UMA.,"['PREGUNTAS FRECUENTES\n¿Porqué son importantes • Son los que garantizan la calidad, seguridad e idoneidad de la motocicleta. En esos\nlas revisiones de mantenimientos realizamos ajustes a diferentes sistemas de la motocicleta y además\nmantenimiento preventivo? recomendamos el cambio de algunas partes debido al desgaste normal por el uso\nfrecuente, el cambio de estas no corresponden a fallas en la motocicleta, por el\nPara resumir son dos los factores que\ncontrario se realizan con el fin de m..."
